night,receiver,beacon,t1_s,t2_s,lag_hours,delta_sfo,sigma_between_unit_sd
1,d0wd,B1,600,3000,0.667,0.001076,0.45
1,d0wd,B1,600,5400,1.333,0.000967,0.41
1,d0wd,B1,600,7800,2.000,0.001606,0.68
1,d0wd,B1,600,10200,2.667,0.000996,0.42
1,d0wd,B1,600,12600,3.333,0.000026,0.01
1,d0wd,B1,600,15000,4.000,0.002261,0.95
1,d0wd,B1,600,17400,4.667,0.000964,0.41
1,d0wd,B1,3000,5400,0.667,0.000109,0.05
1,d0wd,B1,3000,7800,1.333,0.002682,1.13
1,d0wd,B1,3000,10200,2.000,0.002073,0.87
1,d0wd,B1,3000,12600,2.667,0.001102,0.47
1,d0wd,B1,3000,15000,3.333,0.003338,1.41
1,d0wd,B1,3000,17400,4.000,0.002040,0.86
1,d0wd,B1,5400,7800,0.667,0.002573,1.09
1,d0wd,B1,5400,10200,1.333,0.001964,0.83
1,d0wd,B1,5400,12600,2.000,0.000993,0.42
1,d0wd,B1,5400,15000,2.667,0.003229,1.36
1,d0wd,B1,5400,17400,3.333,0.001931,0.81
1,d0wd,B1,7800,10200,0.667,0.000609,0.26
1,d0wd,B1,7800,12600,1.333,0.001579,0.67
1,d0wd,B1,7800,15000,2.000,0.000656,0.28
1,d0wd,B1,7800,17400,2.667,0.000642,0.27
1,d0wd,B1,10200,12600,0.667,0.000970,0.41
1,d0wd,B1,10200,15000,1.333,0.001265,0.53
1,d0wd,B1,10200,17400,2.000,0.000033,0.01
1,d0wd,B1,12600,15000,0.667,0.002235,0.94
1,d0wd,B1,12600,17400,1.333,0.000938,0.40
1,d0wd,B1,15000,17400,0.667,0.001298,0.55
1,d0wd,B2,600,3000,0.667,0.000335,0.14
1,d0wd,B2,600,5400,1.333,0.000105,0.04
1,d0wd,B2,600,7800,2.000,0.000095,0.04
1,d0wd,B2,600,10200,2.667,0.000665,0.28
1,d0wd,B2,600,12600,3.333,0.000647,0.27
1,d0wd,B2,600,15000,4.000,0.000608,0.26
1,d0wd,B2,600,17400,4.667,0.000361,0.15
1,d0wd,B2,3000,5400,0.667,0.000230,0.10
1,d0wd,B2,3000,7800,1.333,0.000240,0.10
1,d0wd,B2,3000,10200,2.000,0.000329,0.14
1,d0wd,B2,3000,12600,2.667,0.000312,0.13
1,d0wd,B2,3000,15000,3.333,0.000272,0.11
1,d0wd,B2,3000,17400,4.000,0.000026,0.01
1,d0wd,B2,5400,7800,0.667,0.000010,0.00
1,d0wd,B2,5400,10200,1.333,0.000559,0.24
1,d0wd,B2,5400,12600,2.000,0.000542,0.23
1,d0wd,B2,5400,15000,2.667,0.000502,0.21
1,d0wd,B2,5400,17400,3.333,0.000256,0.11
1,d0wd,B2,7800,10200,0.667,0.000569,0.24
1,d0wd,B2,7800,12600,1.333,0.000552,0.23
1,d0wd,B2,7800,15000,2.000,0.000512,0.22
1,d0wd,B2,7800,17400,2.667,0.000266,0.11
1,d0wd,B2,10200,12600,0.667,0.000018,0.01
1,d0wd,B2,10200,15000,1.333,0.000057,0.02
1,d0wd,B2,10200,17400,2.000,0.000304,0.13
1,d0wd,B2,12600,15000,0.667,0.000039,0.02
1,d0wd,B2,12600,17400,1.333,0.000286,0.12
1,d0wd,B2,15000,17400,0.667,0.000247,0.10
1,d0wd,B3,600,3000,0.667,0.001082,0.46
1,d0wd,B3,600,5400,1.333,0.001106,0.47
1,d0wd,B3,600,7800,2.000,0.000991,0.42
1,d0wd,B3,600,10200,2.667,0.001433,0.60
1,d0wd,B3,600,12600,3.333,0.001527,0.64
1,d0wd,B3,600,15000,4.000,0.001393,0.59
1,d0wd,B3,600,17400,4.667,0.001479,0.62
1,d0wd,B3,3000,5400,0.667,0.000024,0.01
1,d0wd,B3,3000,7800,1.333,0.000092,0.04
1,d0wd,B3,3000,10200,2.000,0.000350,0.15
1,d0wd,B3,3000,12600,2.667,0.000445,0.19
1,d0wd,B3,3000,15000,3.333,0.000311,0.13
1,d0wd,B3,3000,17400,4.000,0.000397,0.17
1,d0wd,B3,5400,7800,0.667,0.000116,0.05
1,d0wd,B3,5400,10200,1.333,0.000326,0.14
1,d0wd,B3,5400,12600,2.000,0.000421,0.18
1,d0wd,B3,5400,15000,2.667,0.000287,0.12
1,d0wd,B3,5400,17400,3.333,0.000372,0.16
1,d0wd,B3,7800,10200,0.667,0.000442,0.19
1,d0wd,B3,7800,12600,1.333,0.000537,0.23
1,d0wd,B3,7800,15000,2.000,0.000403,0.17
1,d0wd,B3,7800,17400,2.667,0.000488,0.21
1,d0wd,B3,10200,12600,0.667,0.000095,0.04
1,d0wd,B3,10200,15000,1.333,0.000039,0.02
1,d0wd,B3,10200,17400,2.000,0.000046,0.02
1,d0wd,B3,12600,15000,0.667,0.000134,0.06
1,d0wd,B3,12600,17400,1.333,0.000049,0.02
1,d0wd,B3,15000,17400,0.667,0.000085,0.04
1,s3,B1,600,3000,0.667,0.003888,1.64
1,s3,B1,600,5400,1.333,0.003557,1.50
1,s3,B1,600,7800,2.000,0.003506,1.48
1,s3,B1,600,10200,2.667,0.006425,2.71
1,s3,B1,600,12600,3.333,0.006494,2.74
1,s3,B1,600,15000,4.000,0.002631,1.11
1,s3,B1,600,17400,4.667,0.003062,1.29
1,s3,B1,3000,5400,0.667,0.000331,0.14
1,s3,B1,3000,7800,1.333,0.000382,0.16
1,s3,B1,3000,10200,2.000,0.002537,1.07
1,s3,B1,3000,12600,2.667,0.002607,1.10
1,s3,B1,3000,15000,3.333,0.001257,0.53
1,s3,B1,3000,17400,4.000,0.000825,0.35
1,s3,B1,5400,7800,0.667,0.000051,0.02
1,s3,B1,5400,10200,1.333,0.002868,1.21
1,s3,B1,5400,12600,2.000,0.002938,1.24
1,s3,B1,5400,15000,2.667,0.000926,0.39
1,s3,B1,5400,17400,3.333,0.000495,0.21
1,s3,B1,7800,10200,0.667,0.002919,1.23
1,s3,B1,7800,12600,1.333,0.002989,1.26
1,s3,B1,7800,15000,2.000,0.000875,0.37
1,s3,B1,7800,17400,2.667,0.000444,0.19
1,s3,B1,10200,12600,0.667,0.000069,0.03
1,s3,B1,10200,15000,1.333,0.003794,1.60
1,s3,B1,10200,17400,2.000,0.003363,1.42
1,s3,B1,12600,15000,0.667,0.003863,1.63
1,s3,B1,12600,17400,1.333,0.003432,1.45
1,s3,B1,15000,17400,0.667,0.000431,0.18
1,s3,B2,600,3000,0.667,0.002019,0.85
1,s3,B2,600,5400,1.333,0.000723,0.30
1,s3,B2,600,7800,2.000,0.001008,0.43
1,s3,B2,600,10200,2.667,0.001804,0.76
1,s3,B2,600,12600,3.333,0.000520,0.22
1,s3,B2,600,15000,4.000,0.001226,0.52
1,s3,B2,600,17400,4.667,0.001769,0.75
1,s3,B2,3000,5400,0.667,0.001296,0.55
1,s3,B2,3000,7800,1.333,0.001011,0.43
1,s3,B2,3000,10200,2.000,0.000215,0.09
1,s3,B2,3000,12600,2.667,0.001498,0.63
1,s3,B2,3000,15000,3.333,0.000792,0.33
1,s3,B2,3000,17400,4.000,0.000250,0.11
1,s3,B2,5400,7800,0.667,0.000285,0.12
1,s3,B2,5400,10200,1.333,0.001081,0.46
1,s3,B2,5400,12600,2.000,0.000202,0.09
1,s3,B2,5400,15000,2.667,0.000504,0.21
1,s3,B2,5400,17400,3.333,0.001046,0.44
1,s3,B2,7800,10200,0.667,0.000796,0.34
1,s3,B2,7800,12600,1.333,0.000487,0.21
1,s3,B2,7800,15000,2.000,0.000219,0.09
1,s3,B2,7800,17400,2.667,0.000761,0.32
1,s3,B2,10200,12600,0.667,0.001283,0.54
1,s3,B2,10200,15000,1.333,0.000577,0.24
1,s3,B2,10200,17400,2.000,0.000035,0.01
1,s3,B2,12600,15000,0.667,0.000706,0.30
1,s3,B2,12600,17400,1.333,0.001248,0.53
1,s3,B2,15000,17400,0.667,0.000542,0.23
1,s3,B3,600,3000,0.667,0.004114,1.74
1,s3,B3,600,5400,1.333,0.005217,2.20
1,s3,B3,600,7800,2.000,0.006584,2.78
1,s3,B3,600,10200,2.667,0.007955,3.36
1,s3,B3,600,12600,3.333,0.007195,3.04
1,s3,B3,600,15000,4.000,0.006846,2.89
1,s3,B3,600,17400,4.667,0.006662,2.81
1,s3,B3,3000,5400,0.667,0.001104,0.47
1,s3,B3,3000,7800,1.333,0.002471,1.04
1,s3,B3,3000,10200,2.000,0.003842,1.62
1,s3,B3,3000,12600,2.667,0.003081,1.30
1,s3,B3,3000,15000,3.333,0.002733,1.15
1,s3,B3,3000,17400,4.000,0.002548,1.08
1,s3,B3,5400,7800,0.667,0.001367,0.58
1,s3,B3,5400,10200,1.333,0.002738,1.16
1,s3,B3,5400,12600,2.000,0.001978,0.83
1,s3,B3,5400,15000,2.667,0.001629,0.69
1,s3,B3,5400,17400,3.333,0.001444,0.61
1,s3,B3,7800,10200,0.667,0.001371,0.58
1,s3,B3,7800,12600,1.333,0.000611,0.26
1,s3,B3,7800,15000,2.000,0.000262,0.11
1,s3,B3,7800,17400,2.667,0.000077,0.03
1,s3,B3,10200,12600,0.667,0.000760,0.32
1,s3,B3,10200,15000,1.333,0.001109,0.47
1,s3,B3,10200,17400,2.000,0.001294,0.55
1,s3,B3,12600,15000,0.667,0.000349,0.15
1,s3,B3,12600,17400,1.333,0.000533,0.23
1,s3,B3,15000,17400,0.667,0.000185,0.08
4,d0wd,B1,600,2400,0.500,0.000250,0.11
4,d0wd,B1,600,4200,1.000,0.001486,0.63
4,d0wd,B1,600,6000,1.500,0.000879,0.37
4,d0wd,B1,600,7800,2.000,0.001739,0.73
4,d0wd,B1,600,9600,2.500,0.005606,2.37
4,d0wd,B1,600,11400,3.000,0.001693,0.71
4,d0wd,B1,600,13200,3.500,0.050759,21.42
4,d0wd,B1,600,15000,4.000,0.003849,1.62
4,d0wd,B1,600,16800,4.500,0.001015,0.43
4,d0wd,B1,600,18600,5.000,0.031662,13.36
4,d0wd,B1,600,20400,5.500,0.050868,21.46
4,d0wd,B1,2400,4200,0.500,0.001235,0.52
4,d0wd,B1,2400,6000,1.000,0.000629,0.27
4,d0wd,B1,2400,7800,1.500,0.001990,0.84
4,d0wd,B1,2400,9600,2.000,0.005356,2.26
4,d0wd,B1,2400,11400,2.500,0.001442,0.61
4,d0wd,B1,2400,13200,3.000,0.050509,21.31
4,d0wd,B1,2400,15000,3.500,0.003598,1.52
4,d0wd,B1,2400,16800,4.000,0.000765,0.32
4,d0wd,B1,2400,18600,4.500,0.031412,13.25
4,d0wd,B1,2400,20400,5.000,0.050617,21.36
4,d0wd,B1,4200,6000,0.500,0.000606,0.26
4,d0wd,B1,4200,7800,1.000,0.003225,1.36
4,d0wd,B1,4200,9600,1.500,0.004121,1.74
4,d0wd,B1,4200,11400,2.000,0.000207,0.09
4,d0wd,B1,4200,13200,2.500,0.049273,20.79
4,d0wd,B1,4200,15000,3.000,0.002363,1.00
4,d0wd,B1,4200,16800,3.500,0.000471,0.20
4,d0wd,B1,4200,18600,4.000,0.030177,12.73
4,d0wd,B1,4200,20400,4.500,0.049382,20.84
4,d0wd,B1,6000,7800,0.500,0.002619,1.10
4,d0wd,B1,6000,9600,1.000,0.004727,1.99
4,d0wd,B1,6000,11400,1.500,0.000813,0.34
4,d0wd,B1,6000,13200,2.000,0.049880,21.05
4,d0wd,B1,6000,15000,2.500,0.002969,1.25
4,d0wd,B1,6000,16800,3.000,0.000136,0.06
4,d0wd,B1,6000,18600,3.500,0.030783,12.99
4,d0wd,B1,6000,20400,4.000,0.049988,21.09
4,d0wd,B1,7800,9600,0.500,0.007345,3.10
4,d0wd,B1,7800,11400,1.000,0.003432,1.45
4,d0wd,B1,7800,13200,1.500,0.052498,22.15
4,d0wd,B1,7800,15000,2.000,0.005588,2.36
4,d0wd,B1,7800,16800,2.500,0.002754,1.16
4,d0wd,B1,7800,18600,3.000,0.033401,14.09
4,d0wd,B1,7800,20400,3.500,0.052607,22.20
4,d0wd,B1,9600,11400,0.500,0.003913,1.65
4,d0wd,B1,9600,13200,1.000,0.045153,19.05
4,d0wd,B1,9600,15000,1.500,0.001758,0.74
4,d0wd,B1,9600,16800,2.000,0.004591,1.94
4,d0wd,B1,9600,18600,2.500,0.026056,10.99
4,d0wd,B1,9600,20400,3.000,0.045262,19.10
4,d0wd,B1,11400,13200,0.500,0.049066,20.70
4,d0wd,B1,11400,15000,1.000,0.002156,0.91
4,d0wd,B1,11400,16800,1.500,0.000678,0.29
4,d0wd,B1,11400,18600,2.000,0.029969,12.65
4,d0wd,B1,11400,20400,2.500,0.049175,20.75
4,d0wd,B1,13200,15000,0.500,0.046911,19.79
4,d0wd,B1,13200,16800,1.000,0.049744,20.99
4,d0wd,B1,13200,18600,1.500,0.019097,8.06
4,d0wd,B1,13200,20400,2.000,0.000109,0.05
4,d0wd,B1,15000,16800,0.500,0.002833,1.20
4,d0wd,B1,15000,18600,1.000,0.027814,11.74
4,d0wd,B1,15000,20400,1.500,0.047019,19.84
4,d0wd,B1,16800,18600,0.500,0.030647,12.93
4,d0wd,B1,16800,20400,1.000,0.049853,21.03
4,d0wd,B1,18600,20400,0.500,0.019206,8.10
4,d0wd,B2,600,2400,0.500,0.000267,0.11
4,d0wd,B2,600,4200,1.000,0.000091,0.04
4,d0wd,B2,600,6000,1.500,0.000086,0.04
4,d0wd,B2,600,7800,2.000,0.000267,0.11
4,d0wd,B2,600,9600,2.500,0.000436,0.18
4,d0wd,B2,600,11400,3.000,0.000350,0.15
4,d0wd,B2,600,13200,3.500,0.009105,3.84
4,d0wd,B2,600,15000,4.000,0.009037,3.81
4,d0wd,B2,600,16800,4.500,0.000764,0.32
4,d0wd,B2,600,18600,5.000,0.007600,3.21
4,d0wd,B2,600,20400,5.500,0.001612,0.68
4,d0wd,B2,600,22200,6.000,0.000256,0.11
